cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",58181,"(+/- 3005 )",57838,"(+/- 3220 )",64663,"(+/- 3750 )",67945,"(+/- 4107 )",68227,"(+/- 3330 )",68962,"(+/- 3648 )",50653,"(+/- 3299 )",58987,"(+/- 3732 )",49014,"(+/- 3302 )",52327,"(+/- 3254 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2740,"(+/- 962 )",3171,"(+/- 734 )",7000,"(+/- 1136 )",8755,"(+/- 1597 )",6227,"(+/- 1053 )",5208,"(+/- 1091 )",777,"(+/- 381 )",3784,"(+/- 893 )",1732,"(+/- 628 )",3233,"(+/- 809 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5002,"(+/- 987 )",6258,"(+/- 1185 )",11908,"(+/- 1658 )",16739,"(+/- 1941 )",18004,"(+/- 1979 )",11165,"(+/- 1757 )",2102,"(+/- 639 )",5927,"(+/- 1330 )",1289,"(+/- 391 )",8306,"(+/- 1500 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",12379,"(+/- 1794 )",14920,"(+/- 1786 )",23932,"(+/- 2485 )",25231,"(+/- 2555 )",25601,"(+/- 2171 )",21943,"(+/- 2078 )",5737,"(+/- 1284 )",15024,"(+/- 1941 )",6717,"(+/- 1286 )",14972,"(+/- 1814 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",13021,"(+/- 1695 )",18510,"(+/- 1830 )",13829,"(+/- 1592 )",12188,"(+/- 1648 )",11827,"(+/- 1472 )",14542,"(+/- 1728 )",11586,"(+/- 1859 )",13290,"(+/- 1944 )",13508,"(+/- 1858 )",13811,"(+/- 1807 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",12219,"(+/- 1749 )",7974,"(+/- 1148 )",5200,"(+/- 923 )",3028,"(+/- 746 )",4701,"(+/- 1083 )",8612,"(+/- 1290 )",10633,"(+/- 1465 )",10126,"(+/- 1545 )",10677,"(+/- 1578 )",7312,"(+/- 1229 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",12820,"(+/- 1278 )",7005,"(+/- 1236 )",2794,"(+/- 674 )",2004,"(+/- 661 )",1867,"(+/- 569 )",7492,"(+/- 1279 )",19818,"(+/- 2221 )",10836,"(+/- 1765 )",15091,"(+/- 1701 )",4693,"(+/- 903 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",727,"(+/- 36 )",642,"(+/- 13 )",505,"(+/- 15 )",459,"(+/- 13 )",466,"(+/- 10 )",568,"(+/- 14 )",897,"(+/- 38 )",671,"(+/- 27 )",822,"(+/- 29 )",596,"(+/- 19 )"
Housing,"Gross Rent","Occupied units paying rent",76135,"(+/- 4247 )",109624,"(+/- 4567 )",90455,"(+/- 3827 )",79103,"(+/- 3789 )",107560,"(+/- 4242 )",87847,"(+/- 4297 )",185340,"(+/- 6679 )",66072,"(+/- 4202 )",133799,"(+/- 5445 )",107673,"(+/- 4370 )"
Housing,"Gross Rent","Less than $500",2939,"(+/- 1042 )",8059,"(+/- 1672 )",5913,"(+/- 1253 )",8148,"(+/- 1514 )",11152,"(+/- 1656 )",7141,"(+/- 1459 )",9867,"(+/- 2158 )",4389,"(+/- 1632 )",6410,"(+/- 1543 )",3273,"(+/- 753 )"
Housing,"Gross Rent","$500 to $999",9697,"(+/- 1708 )",18056,"(+/- 2425 )",25243,"(+/- 2181 )",39926,"(+/- 3371 )",53343,"(+/- 3642 )",22536,"(+/- 2623 )",13503,"(+/- 2288 )",11152,"(+/- 1915 )",12972,"(+/- 2632 )",19944,"(+/- 2638 )"
Housing,"Gross Rent","$1,000 to $1,499",16454,"(+/- 2291 )",38628,"(+/- 3211 )",33146,"(+/- 2539 )",25025,"(+/- 3102 )",33329,"(+/- 3084 )",30238,"(+/- 2942 )",42015,"(+/- 4305 )",19196,"(+/- 2793 )",31592,"(+/- 3309 )",46396,"(+/- 3727 )"
Housing,"Gross Rent","$1,500 to $1,999",24284,"(+/- 2969 )",29528,"(+/- 3159 )",17789,"(+/- 1791 )",4234,"(+/- 1249 )",6981,"(+/- 1542 )",18957,"(+/- 2509 )",57766,"(+/- 4933 )",15710,"(+/- 2000 )",44534,"(+/- 3640 )",26280,"(+/- 3002 )"
Housing,"Gross Rent","$2,000 to $2,499",11652,"(+/- 1835 )",10338,"(+/- 1735 )",6162,"(+/- 1593 )",635,"(+/- 551 )",2057,"(+/- 852 )",6515,"(+/- 1428 )",32072,"(+/- 3108 )",8796,"(+/- 1715 )",23098,"(+/- 2716 )",8774,"(+/- 1895 )"
Housing,"Gross Rent","$2,500 to $2,999",6908,"(+/- 1376 )",2392,"(+/- 917 )",944,"(+/- 713 )",317,"(+/- 270 )",320,"(+/- 297 )",1433,"(+/- 731 )",15513,"(+/- 2904 )",3884,"(+/- 1175 )",9309,"(+/- 1922 )",2016,"(+/- 904 )"
Housing,"Gross Rent","$3,000 or more",4201,"(+/- 1072 )",2623,"(+/- 1191 )",1258,"(+/- 627 )",818,"(+/- 660 )",378,"(+/- 371 )",1027,"(+/- 557 )",14604,"(+/- 2166 )",2945,"(+/- 866 )",5884,"(+/- 1133 )",990,"(+/- 539 )"
Housing,"Gross Rent","Median (dollars)",1685,"(+/- 44 )",1386,"(+/- 28 )",1206,"(+/- 33 )",896,"(+/- 32 )",917,"(+/- 21 )",1220,"(+/- 40 )",1736,"(+/- 33 )",1454,"(+/- 56 )",1679,"(+/- 32 )",1326,"(+/- 31 )"
Housing,"Gross Rent","No rent paid",2653,"(+/- 1144 )",2635,"(+/- 785 )",3717,"(+/- 1019 )",6287,"(+/- 1116 )",3416,"(+/- 717 )",3190,"(+/- 834 )",5242,"(+/- 1558 )",4160,"(+/- 1261 )",3218,"(+/- 1013 )",4659,"(+/- 1378 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",288473,"(+/- 6057 )",296423,"(+/- 5137 )",288096,"(+/- 2774 )",250101,"(+/- 3263 )",295592,"(+/- 3481 )",294537,"(+/- 4850 )",366275,"(+/- 6822 )",273857,"(+/- 5766 )",290396,"(+/- 5889 )",288727,"(+/- 4553 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",6560,"(+/- 1141 )",12885,"(+/- 2080 )",11980,"(+/- 1571 )",11200,"(+/- 1738 )",19759,"(+/- 1793 )",14531,"(+/- 2250 )",17307,"(+/- 2342 )",10121,"(+/- 1959 )",12594,"(+/- 2272 )",11629,"(+/- 2185 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",6848,"(+/- 1392 )",9211,"(+/- 1568 )",9481,"(+/- 1532 )",7875,"(+/- 1601 )",13922,"(+/- 1986 )",9086,"(+/- 1505 )",10287,"(+/- 2549 )",5675,"(+/- 1588 )",5980,"(+/- 1482 )",8795,"(+/- 1864 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",11982,"(+/- 1800 )",19852,"(+/- 2770 )",21008,"(+/- 2326 )",25084,"(+/- 3173 )",26393,"(+/- 2401 )",20656,"(+/- 2601 )",17844,"(+/- 2413 )",14244,"(+/- 2353 )",14426,"(+/- 2337 )",17691,"(+/- 1973 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",12430,"(+/- 1751 )",19402,"(+/- 2491 )",21647,"(+/- 2089 )",24851,"(+/- 3374 )",26938,"(+/- 2763 )",20264,"(+/- 2001 )",19618,"(+/- 2645 )",13708,"(+/- 1939 )",16847,"(+/- 2529 )",17072,"(+/- 2161 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",20801,"(+/- 2303 )",29956,"(+/- 2695 )",34782,"(+/- 2502 )",34519,"(+/- 3001 )",40872,"(+/- 3107 )",31833,"(+/- 2802 )",27831,"(+/- 3191 )",22357,"(+/- 2703 )",29728,"(+/- 2984 )",36423,"(+/- 3660 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",39441,"(+/- 3301 )",56703,"(+/- 4021 )",51699,"(+/- 3350 )",48867,"(+/- 3755 )",56843,"(+/- 3680 )",57119,"(+/- 3147 )",48414,"(+/- 4140 )",41321,"(+/- 2485 )",42872,"(+/- 3820 )",52479,"(+/- 3967 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",37703,"(+/- 3460 )",43910,"(+/- 3768 )",43366,"(+/- 3228 )",32404,"(+/- 2488 )",37467,"(+/- 2847 )",42917,"(+/- 4137 )",38635,"(+/- 2917 )",34610,"(+/- 3407 )",34806,"(+/- 3259 )",45588,"(+/- 3681 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",58234,"(+/- 3821 )",54809,"(+/- 3346 )",52618,"(+/- 3111 )",37763,"(+/- 3381 )",39539,"(+/- 2849 )",55172,"(+/- 3370 )",67706,"(+/- 4312 )",58776,"(+/- 3561 )",55971,"(+/- 3389 )",57401,"(+/- 3549 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",38100,"(+/- 3294 )",26780,"(+/- 2430 )",21793,"(+/- 1937 )",14465,"(+/- 1637 )",19146,"(+/- 2288 )",22503,"(+/- 2212 )",39615,"(+/- 3401 )",32198,"(+/- 2855 )",30125,"(+/- 2611 )",22658,"(+/- 2327 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",56374,"(+/- 3327 )",22915,"(+/- 2432 )",19722,"(+/- 2137 )",13073,"(+/- 1931 )",14713,"(+/- 2005 )",20456,"(+/- 2233 )",79018,"(+/- 4459 )",40847,"(+/- 2964 )",47047,"(+/- 2886 )",18991,"(+/- 2292 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",106190,"(+/- 3839 )",75095,"(+/- 2293 )",70936,"(+/- 2042 )",59872,"(+/- 1672 )",57837,"(+/- 1944 )",72169,"(+/- 1915 )",100991,"(+/- 1403 )",95968,"(+/- 2202 )",90353,"(+/- 3614 )",75114,"(+/- 2119 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",138538,"(+/- 3532 )",94433,"(+/- 2138 )",90795,"(+/- 2502 )",78622,"(+/- 2341 )",78649,"(+/- 2461 )",91106,"(+/- 2575 )",137464,"(+/- 4083 )",121858,"(+/- 3416 )",125607,"(+/- 4308 )",90483,"(+/- 2227 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",785416,"(+/- 13248 )",744937,"(+/- 10361 )",751224,"(+/- 4003 )",728479,"(+/- 4089 )",719773,"(+/- 3680 )",697088,"(+/- 8258 )",812009,"(+/- 10409 )",767029,"(+/- 14331 )",745684,"(+/- 11425 )",745814,"(+/- 11606 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",744419,"(+/- 12210 )",697162,"(+/- 9720 )",705739,"(+/- 5167 )",638713,"(+/- 8348 )",677277,"(+/- 5671 )",659138,"(+/- 8827 )",770735,"(+/- 10170 )",720910,"(+/- 15347 )",692727,"(+/- 12214 )",694586,"(+/- 11504 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",617164,"(+/- 12505 )",528237,"(+/- 10052 )",524660,"(+/- 10006 )",396440,"(+/- 9749 )",465615,"(+/- 11045 )",505599,"(+/- 9850 )",654569,"(+/- 11051 )",573208,"(+/- 12845 )",523030,"(+/- 13488 )",538806,"(+/- 13308 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",212924,"(+/- 9676 )",269907,"(+/- 9214 )",296097,"(+/- 9521 )",328498,"(+/- 8091 )",312379,"(+/- 9724 )",287862,"(+/- 8553 )",189924,"(+/- 8224 )",233741,"(+/- 12032 )",238053,"(+/- 10887 )",272045,"(+/- 11174 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",40997,"(+/- 5573 )",47775,"(+/- 5487 )",45485,"(+/- 4301 )",89766,"(+/- 7477 )",42496,"(+/- 4740 )",37950,"(+/- 4528 )",41274,"(+/- 5835 )",46119,"(+/- 6525 )",52957,"(+/- 5878 )",51228,"(+/- 4965 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",191213,"(+/- 7102 )",160272,"(+/- 5375 )",179652,"(+/- 1960 )",220844,"(+/- 3172 )",167377,"(+/- 2441 )",148429,"(+/- 5035 )",138740,"(+/- 5976 )",203277,"(+/- 7682 )",164091,"(+/- 6508 )",183564,"(+/- 6815 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6029,"(+/- 1936 )",4605,"(+/- 1510 )",3630,"(+/- 1022 )",11045,"(+/- 3034 )",4654,"(+/- 1474 )",4323,"(+/- 1544 )",3376,"(+/- 1230 )",7037,"(+/- 2787 )",4719,"(+/- 1532 )",4727,"(+/- 1374 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.1,"(+/- 0.7 )",5.0,"(+/- 1.0 )",6.8,"(+/- 1.0 )",12.0,"(+/- 1.4 )",7.4,"(+/- 1.1 )",5.8,"(+/- 0.9 )",3.7,"(+/- 1.0 )",5.3,"(+/- 1.0 )",6.0,"(+/- 1.1 )",6.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.3,"(+/- 1.3 )",8.3,"(+/- 2.1 )",12.2,"(+/- 2.0 )",19.0,"(+/- 2.3 )",10.7,"(+/- 2.1 )",11.0,"(+/- 2.1 )",4.6,"(+/- 1.5 )",8.6,"(+/- 1.8 )",9.5,"(+/- 2.3 )",11.1,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.6,"(+/- 3.0 )",10.1,"(+/- 5.7 )",16.9,"(+/- 5.3 )",15.8,"(+/- 6.7 )",15.6,"(+/- 6.4 )",14.9,"(+/- 5.8 )",2.0,"(+/- 1.5 )",7.9,"(+/- 4.9 )",3.6,"(+/- 3.0 )",7.1,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.1,"(+/- 0.5 )",1.7,"(+/- 0.5 )",3.2,"(+/- 0.7 )",6.0,"(+/- 1.3 )",3.7,"(+/- 0.8 )",3.1,"(+/- 0.8 )",2.0,"(+/- 0.8 )",2.5,"(+/- 0.7 )",2.7,"(+/- 0.9 )",3.5,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",1.6,"(+/- 0.7 )",1.7,"(+/- 0.8 )",5.3,"(+/- 1.6 )",9.8,"(+/- 2.4 )",4.2,"(+/- 1.5 )",5.0,"(+/- 1.9 )",1.3,"(+/- 0.9 )",2.9,"(+/- 1.3 )",3.6,"(+/- 1.8 )",5.3,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.6,"(+/- 1.6 )",1.3,"(+/- 1.3 )",7.8,"(+/- 5.5 )",13.1,"(+/- 8.2 )",4.1,"(+/- 3.2 )",6.2,"(+/- 4.4 )",1.2,"(+/- 1.2 )",0.0,"(+/- 1.6 )",0.8,"(+/- 1.0 )",6.2,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",19.1,"(+/- 4.9 )",18.2,"(+/- 4.4 )",24.1,"(+/- 5.0 )",33.8,"(+/- 4.9 )",23.6,"(+/- 4.5 )",17.2,"(+/- 5.0 )",13.3,"(+/- 4.8 )",22.0,"(+/- 5.4 )",17.7,"(+/- 4.3 )",18.0,"(+/- 3.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",26.3,"(+/- 7.7 )",30.5,"(+/- 7.6 )",33.0,"(+/- 7.0 )",41.4,"(+/- 5.5 )",30.5,"(+/- 6.3 )",25.2,"(+/- 6.8 )",18.3,"(+/- 7.4 )",33.4,"(+/- 7.9 )",27.9,"(+/- 7.5 )",24.9,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",23.9,"(+/- 18.5 )",56.6,"(+/- 21.1 )",38.2,"(+/- 14.4 )",24.3,"(+/- 12.6 )",44.0,"(+/- 15.3 )",35.5,"(+/- 16.4 )",12.8,"(+/- 18.4 )",45.2,"(+/- 21.7 )",22.0,"(+/- 19.3 )",15.9,"(+/- 11.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",6.3,"(+/- 0.8 )",9.0,"(+/- 1.0 )",10.1,"(+/- 1.2 )",15.1,"(+/- 1.3 )",14.0,"(+/- 1.2 )",8.9,"(+/- 0.9 )",8.6,"(+/- 0.8 )",7.9,"(+/- 1.1 )",8.7,"(+/- 1.1 )",9.8,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",6.7,"(+/- 1.6 )",9.0,"(+/- 2.2 )",13.2,"(+/- 3.0 )",23.1,"(+/- 2.9 )",13.1,"(+/- 2.8 )",10.9,"(+/- 2.1 )",5.0,"(+/- 1.9 )",10.6,"(+/- 2.5 )",11.2,"(+/- 2.8 )",13.4,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",6.3,"(+/- 1.6 )",8.7,"(+/- 2.2 )",12.4,"(+/- 2.9 )",23.0,"(+/- 2.9 )",12.7,"(+/- 2.8 )",10.6,"(+/- 2.1 )",4.6,"(+/- 1.8 )",10.2,"(+/- 2.5 )",11.0,"(+/- 2.8 )",13.1,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",6.6,"(+/- 2.2 )",7.8,"(+/- 3.0 )",15.9,"(+/- 3.9 )",24.0,"(+/- 4.1 )",16.4,"(+/- 3.8 )",13.8,"(+/- 3.3 )",3.1,"(+/- 1.7 )",13.4,"(+/- 4.9 )",9.0,"(+/- 3.5 )",16.0,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",6.2,"(+/- 1.8 )",9.1,"(+/- 2.6 )",11.2,"(+/- 3.1 )",22.6,"(+/- 3.2 )",11.3,"(+/- 3.2 )",9.4,"(+/- 2.1 )",5.3,"(+/- 2.1 )",9.1,"(+/- 2.3 )",11.9,"(+/- 3.2 )",12.0,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",6.2,"(+/- 0.7 )",9.0,"(+/- 0.8 )",9.2,"(+/- 0.8 )",11.9,"(+/- 1.0 )",14.2,"(+/- 1.2 )",8.5,"(+/- 0.8 )",9.2,"(+/- 0.8 )",7.0,"(+/- 0.8 )",8.0,"(+/- 0.9 )",8.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.5,"(+/- 1.4 )",8.0,"(+/- 1.3 )",6.4,"(+/- 1.0 )",7.0,"(+/- 1.4 )",8.4,"(+/- 1.2 )",6.3,"(+/- 1.1 )",10.3,"(+/- 2.2 )",6.0,"(+/- 1.1 )",10.6,"(+/- 1.8 )",6.2,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.1,"(+/- 0.8 )",4.9,"(+/- 1.0 )",7.2,"(+/- 1.3 )",13.9,"(+/- 1.5 )",7.9,"(+/- 1.2 )",5.9,"(+/- 1.0 )",3.3,"(+/- 0.9 )",5.6,"(+/- 1.2 )",6.5,"(+/- 1.3 )",7.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",17.2,"(+/- 2.2 )",22.3,"(+/- 2.0 )",22.0,"(+/- 1.9 )",21.2,"(+/- 2.4 )",31.9,"(+/- 2.1 )",19.7,"(+/- 2.0 )",17.4,"(+/- 1.6 )",19.7,"(+/- 2.1 )",16.3,"(+/- 1.7 )",19.4,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",185170,"(+/- 7769 )",165878,"(+/- 6280 )",169078,"(+/- 4487 )",188586,"(+/- 4844 )",185477,"(+/- 5198 )",148719,"(+/- 6008 )",176303,"(+/- 5758 )",195328,"(+/- 7619 )",168365,"(+/- 6679 )",181218,"(+/- 8391 )"
Education,"School Enrollment","Nursery school, preschool",15849,"(+/- 2539 )",11481,"(+/- 1967 )",10574,"(+/- 1752 )",11137,"(+/- 1964 )",10323,"(+/- 1689 )",13607,"(+/- 1876 )",11731,"(+/- 2000 )",12809,"(+/- 1924 )",13754,"(+/- 2247 )",10964,"(+/- 1756 )"
Education,"School Enrollment",Kindergarten,12215,"(+/- 1907 )",8998,"(+/- 1660 )",9297,"(+/- 1473 )",14998,"(+/- 2346 )",8180,"(+/- 1380 )",7227,"(+/- 1233 )",6359,"(+/- 1032 )",9988,"(+/- 1652 )",7427,"(+/- 1639 )",11044,"(+/- 2184 )"
Education,"School Enrollment","Elementary school (grades 1-8)",78696,"(+/- 4979 )",63475,"(+/- 4145 )",76560,"(+/- 1991 )",87978,"(+/- 3270 )",70465,"(+/- 2177 )",62942,"(+/- 4349 )",58587,"(+/- 4108 )",83678,"(+/- 5258 )",70946,"(+/- 4654 )",75682,"(+/- 4757 )"
Education,"School Enrollment","High school (grades 9-12)",40591,"(+/- 3329 )",32600,"(+/- 2967 )",41059,"(+/- 1716 )",47036,"(+/- 2746 )",35516,"(+/- 2268 )",32738,"(+/- 2322 )",25556,"(+/- 2684 )",45652,"(+/- 3074 )",32195,"(+/- 2699 )",37081,"(+/- 2772 )"
Education,"School Enrollment","College or graduate school",37819,"(+/- 3775 )",49324,"(+/- 3318 )",31588,"(+/- 3272 )",27437,"(+/- 2737 )",60993,"(+/- 4475 )",32205,"(+/- 3327 )",74070,"(+/- 4606 )",43201,"(+/- 3483 )",44043,"(+/- 4013 )",46447,"(+/- 4188 )"
Education,"Educational Attainment","Population 25 years and over",551178,"(+/- 9886 )",536360,"(+/- 7548 )",527220,"(+/- 3088 )",461394,"(+/- 2691 )",498036,"(+/- 2486 )",528520,"(+/- 6813 )",607880,"(+/- 9841 )",517771,"(+/- 10189 )",537151,"(+/- 9157 )",524814,"(+/- 8040 )"
Education,"Educational Attainment","Less than 9th grade",11247,"(+/- 2742 )",16097,"(+/- 2470 )",12353,"(+/- 1961 )",52868,"(+/- 4370 )",9027,"(+/- 1804 )",9270,"(+/- 1667 )",15758,"(+/- 2866 )",16156,"(+/- 2908 )",29906,"(+/- 3544 )",14876,"(+/- 2223 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",19602,"(+/- 2858 )",24134,"(+/- 3232 )",31221,"(+/- 2991 )",37124,"(+/- 3567 )",23509,"(+/- 2668 )",21810,"(+/- 2750 )",14238,"(+/- 2691 )",27385,"(+/- 3494 )",23958,"(+/- 3360 )",29535,"(+/- 3368 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",106068,"(+/- 6174 )",118535,"(+/- 6029 )",143743,"(+/- 5622 )",125461,"(+/- 6426 )",117673,"(+/- 4777 )",131460,"(+/- 5338 )",65981,"(+/- 5473 )",121101,"(+/- 6191 )",98625,"(+/- 5858 )",138700,"(+/- 6549 )"
Education,"Educational Attainment","Some college, no degree",111795,"(+/- 5987 )",139647,"(+/- 7288 )",139365,"(+/- 5000 )",98794,"(+/- 4880 )",131909,"(+/- 5620 )",135527,"(+/- 5186 )",95075,"(+/- 6099 )",112214,"(+/- 5290 )",101340,"(+/- 6604 )",134081,"(+/- 5837 )"
Education,"Educational Attainment","Associate's degree",52745,"(+/- 3892 )",58668,"(+/- 4677 )",57317,"(+/- 3494 )",44779,"(+/- 3206 )",64667,"(+/- 4671 )",55828,"(+/- 3834 )",38338,"(+/- 3672 )",50304,"(+/- 3414 )",43667,"(+/- 3369 )",61211,"(+/- 4739 )"
Education,"Educational Attainment","Bachelor's degree",147630,"(+/- 6238 )",118743,"(+/- 5981 )",93447,"(+/- 5406 )",66961,"(+/- 3572 )",93121,"(+/- 4866 )",108626,"(+/- 5573 )",219587,"(+/- 7616 )",123630,"(+/- 6215 )",141110,"(+/- 5857 )",91873,"(+/- 4555 )"
Education,"Educational Attainment","Graduate or professional degree",102091,"(+/- 5482 )",60536,"(+/- 3592 )",49774,"(+/- 3750 )",35407,"(+/- 3259 )",58130,"(+/- 4587 )",65999,"(+/- 4106 )",158903,"(+/- 7192 )",66981,"(+/- 4978 )",98545,"(+/- 5137 )",54538,"(+/- 4366 )"
Education,"Educational Attainment","Percent high school graduate or higher",94.4,"(+/- 0.7 )",92.5,"(+/- 0.8 )",91.7,"(+/- 0.7 )",80.5,"(+/- 1.0 )",93.5,"(+/- 0.6 )",94.1,"(+/- 0.6 )",95.1,"(+/- 0.7 )",91.6,"(+/- 0.8 )",90.0,"(+/- 1.0 )",91.5,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",45.3,"(+/- 1.1 )",33.4,"(+/- 1.3 )",27.2,"(+/- 1.1 )",22.2,"(+/- 1.0 )",30.4,"(+/- 1.2 )",33.0,"(+/- 1.1 )",62.3,"(+/- 1.3 )",36.8,"(+/- 1.2 )",44.6,"(+/- 1.2 )",27.9,"(+/- 1.2 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

